"nb_postcode","agricultural_land","national_parks","agricultural_land_band","national_parks_band"
2030,"906","0.038","0-10,000","0-5%"
2030,"906","0.038","0-10,000","0-5%"
2030,"906","0.038","0-10,000","0-5%"
2030,"906","0.038","0-10,000","0-5%"
2030,"906","0.038","0-10,000","0-5%"
2030,"906","0.038","0-10,000","0-5%"
2030,"906","0.038","0-10,000","0-5%"
2030,"906","0.038","0-10,000","0-5%"
2030,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2031,"906","0.038","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2032,"837.478272324","0.035201651298","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2033,"904.627458924","0.037943946998","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2034,"906","0.038","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2035,"806.84439738","0.03395059901","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2036,"711.624614592","0.030061932384","0-10,000","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
2037,"0","0.001","0","0-5%"
